descriptor name p m,+,- r,+,- d,+,- ins ttv
"Kepler-177 b"       36.855000        2.000000        0.500000        0.300000        2.900000        1.520000        0.300000        0.082004        0.032680        0.129530       26.076420   1.0 
"Kepler-307 c"       13.072900        3.640000        0.650000        0.580000        2.200000        0.070000        0.070000        0.341848        0.069218        0.063496       44.127269   1.0 
"Kepler-51 c"       85.311996        4.000000        0.400000        0.400000        9.000000        2.800000        1.700000        0.005487        0.003157        0.005150        7.047410   1.0 
"Kepler-60 d"       11.898100        4.160000        0.840000        0.750000        1.990000        0.160000        0.160000        0.527879        0.166054        0.158964      162.291513   1.0 
"Kepler-60 b"        7.133400        4.190000        0.560000        0.520000        1.710000        0.130000        0.130000        0.837965        0.221512        0.217577      321.023769   1.0 
"Kepler-36 b"       13.839890        4.450000        0.330000        0.270000        1.486000        0.035000        0.035000        1.356137        0.138910        0.126304      218.736066   1.0 
"Kepler-26 b"       12.280000        5.120000        0.650000        0.610000        2.780000        0.110000        0.110000        0.238306        0.041419        0.040079        7.616650   1.0 
"Kepler-26 c"       17.255899        6.200000        0.650000        0.650000        2.720000        0.120000        0.120000        0.308095        0.052020        0.052020        4.839253   1.0 
"Kepler-80 c"        9.523550        6.740000        1.230000        0.860000        2.740000        0.120000        0.100000        0.327649        0.069729        0.060008       28.138114   1.0 
"Kepler-80 d"        3.072220        6.750000        0.690000        0.510000        1.530000        0.090000        0.070000        1.884645        0.322535        0.361786      127.181430   1.0 
"Kepler-80 b"        7.052460        6.930000        1.050000        0.700000        2.670000        0.100000        0.100000        0.364082        0.068677        0.055009       41.999032   1.0 
"Kepler-11 d"       22.684500        7.300000        0.800000        1.500000        3.120000        0.060000        0.070000        0.240358        0.030912        0.051298       43.348989   1.0 
"Kepler-223 b"        7.384490        7.400000        1.300000        1.100000        2.990000        0.180000        0.270000        0.276833        0.089383        0.064754        0.000000   1.0 
"Kepler-307 b"       10.420800        7.440000        0.910000        0.870000        2.430000        0.090000        0.090000        0.518506        0.085681        0.083638       59.703740   1.0 
"Kepler-51 d"      130.194000        7.600000        1.100000        1.100000        9.700000        0.500000        0.500000        0.008327        0.001764        0.001764        4.011022   1.0 
"Kepler-36 c"       16.238550        8.080000        0.600000        0.460000        3.679000        0.054000        0.054000        0.162264        0.014008        0.011679      176.753312   1.0 
"Kepler-223 d"       14.788690        8.000000        1.500000        1.300000        5.240000        0.260000        0.450000        0.055603        0.017717        0.012253        0.000000   1.0 
"Kepler-30 b"       29.334339       11.300000        1.400000        1.400000        3.900000        0.200000        0.200000        0.190495        0.037629        0.037629       21.511716   1.0 
"Kepler-238 f"       50.446999       13.500000        2.900000        2.500000        2.000000        0.850000        0.170000        1.687500        0.562650        2.174138       27.060052   1.0 
