descriptor name p m,+,- r,+,- d,+,- ins ttv
"TRAPPIST-1 f"        9.206690        0.680000        0.180000        0.180000        1.045000        0.038000        0.038000        0.595882        0.170603        0.170603        0.404061   1.0 
"GJ 1132 b"        1.628930        1.620000        0.550000        0.550000        1.160000        0.110000        0.110000        1.037866        0.459711        0.459711       19.345445   0.0 
"Kepler-114 c"        8.041000        2.800000        0.600000        0.600000        1.600000        0.180000        0.180000        0.683594        0.273288        0.273288       43.237789   1.0 
"Kepler-60 c"        8.918700        3.850000        0.810000        0.810000        1.900000        0.150000        0.150000        0.561306        0.177818        0.177818      238.340146   1.0 
"Kepler-29 c"       13.288400        4.000000        1.230000        1.290000        3.140000        0.200000        0.200000        0.129203        0.046776        0.048433       68.969411   1.0 
"Kepler-80 e"        4.644890        4.130000        0.810000        0.950000        1.600000        0.080000        0.070000        1.008301        0.237950        0.276890       73.292507   1.0 
"Kepler-289 d"       66.063400        4.000000        0.900000        0.900000        2.680000        0.170000        0.170000        0.207805        0.061237        0.061237       10.735222   1.0 
"Kepler-79 e"       81.065903        4.100000        1.200000        1.100000        3.490000        0.140000        0.140000        0.096451        0.030523        0.028361       14.776757   1.0 
"Kepler-29 b"       10.338400        4.510000        1.410000        1.470000        3.350000        0.220000        0.220000        0.119962        0.044330        0.045688       96.386378   1.0 
"Kepler-10 b"        0.837491        4.608530        1.271320        1.462020        1.481000        0.049000        0.029000        1.418722        0.400147        0.471593     3562.206049   0.0 
"Kepler-223 e"       19.725670        4.800000        1.400000        1.200000        4.600000        0.270000        0.410000        0.049314        0.019513        0.015080        0.000000   1.0 
"Kepler-21 b"        2.785780        5.080000        1.720000        1.720000        1.639000        0.019000        0.015000        1.153790        0.391936        0.392709     2713.354567   0.0 
"Kepler-223 c"        9.845640        5.100000        1.700000        1.100000        3.440000        0.200000        0.300000        0.125284        0.053088        0.034752        0.000000   1.0 
