descriptor name p m,+,- r,+,- d,+,- ins ttv
"TRAPPIST-1 c"        2.421823        1.380000        0.610000        0.610000        1.056000        0.035000        0.035000        1.171891        0.530954        0.530954        2.397330   1.0 
"GJ 1132 b"        1.628930        1.620000        0.550000        0.550000        1.160000        0.110000        0.110000        1.037866        0.459711        0.459711       19.345445   0.0 
"Kepler-11 f"       46.688801        2.000000        0.800000        0.900000        2.490000        0.040000        0.070000        0.129548        0.052959        0.058630       16.557736   1.0 
"Kepler-51 b"       45.153999        2.100000        1.500000        0.800000        7.100000        0.300000        0.300000        0.005867        0.004256        0.002356       16.460692   1.0 
"Kepler-98 b"        1.541680        3.550000        1.600000        1.600000        1.990000        0.220000        0.220000        0.450473        0.252077        0.252077     1536.820439   0.0 
"Kepler-102 d"       10.311700        3.800000        1.800000        1.800000        1.180000        0.040000        0.040000        2.312798        1.120499        1.120499       40.318386   0.0 
"Kepler-114 d"       11.776000        3.900000        1.700000        1.700000        2.530000        0.280000        0.280000        0.240826        0.131959        0.131959       25.998394   1.0 
"Kepler-48 b"        4.778000        3.940000        2.100000        2.100000        1.880000        0.100000        0.100000        0.592956        0.329903        0.329903      182.868360   1.0 
"Kepler-18 b"        3.504725        6.900000        3.400000        3.400000        2.000000        0.100000        0.100000        0.862500        0.444255        0.444255      451.909233   1.0 
"Kepler-100 b"        6.887050        7.340000        3.200000        3.200000        1.320000        0.040000        0.040000        3.191349        1.421250        1.421250      434.406974   0.0 
"KOI-142 b"       10.954160        8.700000        2.500000        2.500000        3.780000        0.390000        0.360000        0.161081        0.065274        0.068032       68.698416   1.0 
"Kepler-96 b"       16.238501        8.460000        3.400000        3.400000        2.670000        0.220000        0.220000        0.444464        0.209710        0.209710       62.171157   0.0 
"K2-111 b"        5.351170        8.600000        3.900000        3.900000        1.900000        0.200000        0.200000        1.253827        0.692874        0.692874      444.811491   0.0 
"Kepler-25 b"        6.238500        9.600000        4.200000        4.200000        2.710000        0.050000        0.050000        0.482351        0.212711        0.212711      482.105279   1.0 
"K2-38 c"       10.561030        9.900000        4.600000        4.600000        2.420000        0.290000        0.290000        0.698536        0.410380        0.410380      128.540558   0.0 
"K2-32 d"       31.715401       10.300000        4.700000        4.700000        3.430000        0.350000        0.350000        0.255244        0.140252        0.140252       14.106631   0.0 
"Kepler-305 b"        5.487000       10.500000        2.600000        2.000000        3.600000        0.900000        0.360000        0.225051        0.087543        0.174147      122.804232   1.0 
"Kepler-106 c"       13.570800       10.440000        3.200000        3.200000        2.500000        0.320000        0.320000        0.668160        0.328288        0.328288       92.241092   0.0 
"KOI-94 b"        3.743208       10.500000        4.600000        4.600000        1.710000        0.160000        0.160000        2.099911        1.092602        1.092602     1154.530224   0.0 
"BD+20 594 b"       41.685501       16.299999        6.000000        6.100000        2.230000        0.140000        0.110000        1.469850        0.583134        0.615800       15.933249   0.0 
"CoRoT-24 c"       11.759000       28.000000       11.000000       11.000000        5.000000        0.500000        0.500000        0.224000        0.110724        0.110724       41.453735   0.0 
"Kepler-414 c"        7.171000       29.900000       12.400000       10.500000        3.010000        0.540000        0.250000        1.096407        0.530455        0.704595        0.000000   1.0 
"Kepler-101 b"        3.487681       51.099998        5.100000        4.700000        5.770000        0.850000        0.790000        0.266007        0.112440        0.120079     1001.897333   0.0 
"CoRoT-25 b"        4.860690       85.809998       12.710000       12.710000       12.110000        3.400000        1.120000        0.048318        0.015197        0.041321      506.633810   0.0 
"Kepler-427 b"       10.290994       92.169998       28.600000       28.600000       13.790000        2.350000        2.350000        0.035148        0.021020        0.021020      221.950694   0.0 
"WASP-67 b"        4.614420      133.483002       12.713000       12.713000       15.693000        3.363000        2.242000        0.034539        0.015164        0.022447      191.071321   0.0 
"Kepler-422 b"        7.891448      136.660004       41.320000       41.320000       12.890000        1.230000        1.230000        0.063809        0.026569        0.026569      265.857720   0.0 
"HAT-P-46 b"        4.463129      156.684006       26.061001       16.525999       14.392000        3.038000        1.491000        0.052561        0.018528        0.033744      744.051976   0.0 
"WASP-60 b"        4.305001      163.358002       10.806000       10.806000        9.640000        1.350000        1.350000        0.182351        0.077554        0.077554      500.770127   0.0 
"CoRoT-16 b"        5.352270      170.031998       27.014000       26.379000       13.110000        1.790000        1.570000        0.075461        0.029643        0.033052      339.085622   0.0 
"CoRoT-29 b"        2.850570      270.155487       63.566002       63.566002       10.088000        1.793000        1.793000        0.263147        0.153366        0.153366      367.005066   0.0 
"HATS-31 b"        3.377960      279.690399       38.139599       38.139599       18.382999        2.466000        2.466000        0.045022        0.019131        0.019131     1847.695384   0.0 
"WASP-58 b"        5.017180      282.859985       22.250000       22.250000       15.360000        2.240000        2.240000        0.078054        0.034696        0.034696      440.608709   0.0 
"HATS-34 b"        2.106161      299.078033       22.883760       22.883760       16.028999        2.130000        2.130000        0.072622        0.029479        0.029479      722.954444   0.0 
"OGLE-TR-182 b"        3.979100      320.994995       47.672001       47.672001       12.666000        2.690000        0.897000        0.157972        0.040949        0.103348      545.281730   0.0 
