descriptor name p m,+,- r,+,- d,+,- ins ttv
"Kepler-289 d"       66.063400        4.000000        0.900000        0.900000        2.680000        0.170000        0.170000        0.207805        0.061237        0.061237        0.328128       10.735222   1.0
"Kepler-79 e"       81.065903        4.100000        1.200000        1.100000        3.490000        0.140000        0.140000        0.096451        0.030523        0.028361        0.386262       14.776757   1.0
"Kepler-60 d"       11.898100        4.160000        0.840000        0.750000        1.990000        0.160000        0.160000        0.527879        0.166054        0.158964        0.103337      162.291513   1.0
"Kepler-60 b"        7.133400        4.190000        0.560000        0.520000        1.710000        0.130000        0.130000        0.837965        0.221512        0.217577        0.073475      321.023769   1.0
"HD 219134 c"        6.764580        4.360000        0.220000        0.220000        1.511000        0.047000        0.047000        1.263843        0.134074        0.134074        0.065250       62.550952   0.0
"Kepler-36 b"       13.839890        4.450000        0.330000        0.270000        1.486000        0.035000        0.035000        1.356137        0.138910        0.126304        0.115384      218.736066   1.0
"Kepler-29 b"       10.338400        4.510000        1.410000        1.470000        3.350000        0.220000        0.220000        0.119962        0.044330        0.045688        0.092251       96.386378   1.0
"Kepler-105 c"        7.126200        4.600000        0.920000        0.850000        1.310000        0.070000        0.070000        2.046181        0.524468        0.500551        0.071492      160.411652   0.0
"Kepler-10 b"        0.837491        4.608530        1.271320        1.462020        1.481000        0.049000        0.029000        1.418722        0.400147        0.471593        0.016850     3562.206049   0.0
"HD 219134 b"        3.092926        4.740000        0.190000        0.190000        1.602000        0.055000        0.055000        1.152898        0.127420        0.127420        0.038726      177.580650   0.0
"Kepler-223 e"       19.725670        4.800000        1.400000        1.200000        4.600000        0.270000        0.410000        0.049314        0.019513        0.015080        0.148373        0.000000   1.0
"Kepler-21 b"        2.785780        5.080000        1.720000        1.720000        1.639000        0.019000        0.015000        1.153790        0.391936        0.392709        0.043448     2713.354567   0.0
"Kepler-223 c"        9.845640        5.100000        1.700000        1.100000        3.440000        0.200000        0.300000        0.125284        0.053088        0.034752        0.093361        0.000000   1.0
"Kepler-26 b"       12.280000        5.120000        0.650000        0.610000        2.780000        0.110000        0.110000        0.238306        0.041419        0.040079        0.084825        7.616650   1.0
"CoRoT-7 b"        0.853592        5.740000        0.860000        0.860000        1.585000        0.064000        0.064000        1.441531        0.277739        0.277739        0.017065     1585.672396   0.0
"Kepler-68 b"        5.398750        5.970000        1.700000        1.700000        2.330000        0.020000        0.020000        0.471962        0.134943        0.134943        0.061792      407.178478   0.0
"Kepler-350 c"       17.849001        6.100000        3.300000        3.200000        3.100000        1.420000        0.600000        0.204760        0.162499        0.301185        0.133661      172.268087   1.0
"Kepler-305 c"        8.291000        6.000000        2.400000        2.200000        3.300000        0.820000        0.330000        0.166959        0.083479        0.138701        0.073159       70.824584   1.0
"Kepler-92 c"       26.723000        6.100000        1.800000        1.800000        2.600000        0.080000        0.080000        0.347064        0.107306        0.107306        0.186400       89.452006   0.0
"Kepler-99 b"        4.603580        6.150000        1.300000        1.300000        1.480000        0.080000        0.080000        1.897099        0.505423        0.505423        0.050065       99.817309   0.0
"Kepler-79 c"       27.402901        5.900000        1.900000        2.300000        3.720000        0.080000        0.080000        0.114610        0.037642        0.045286        0.187437       62.753031   1.0
"Kepler-79 d"       52.090199        6.000000        2.100000        1.600000        7.160000        0.130000        0.160000        0.016346        0.005825        0.004449        0.287626       26.649480   1.0
"Kepler-26 c"       17.255899        6.200000        0.650000        0.650000        2.720000        0.120000        0.120000        0.308095        0.052020        0.052020        0.106419        4.839253   1.0
"GJ 1214 b"        1.580405        6.261250        0.858140        0.858140        2.847000        0.202000        0.202000        0.271331        0.068691        0.068691        0.014415       14.136605   0.0
"Kepler-406 b"        2.426290        6.350000        1.400000        1.400000        1.430000        0.030000        0.030000        2.171529        0.497887        0.497887        0.036142      740.174429   0.0
"Kepler-87 c"      191.231796        6.400000        0.800000        0.800000        6.140000        0.290000        0.290000        0.027649        0.005224        0.005224        0.670552        6.504597   0.0
"Kepler-80 c"        9.523550        6.740000        1.230000        0.860000        2.740000        0.120000        0.100000        0.327649        0.069729        0.060008        0.079171       28.138114   1.0
"Kepler-80 d"        3.072220        6.750000        0.690000        0.510000        1.530000        0.090000        0.070000        1.884645        0.322535        0.361786        0.037240      127.181430   1.0
"Kepler-454 b"       10.573753        6.840000        1.400000        1.400000        2.370000        0.130000        0.130000        0.513820        0.134942        0.134942        0.095212      119.777564   0.0
"Kepler-80 b"        7.052460        6.930000        1.050000        0.700000        2.670000        0.100000        0.100000        0.364082        0.068677        0.055009        0.064803       41.999032   1.0
"Kepler-18 b"        3.504725        6.900000        3.400000        3.400000        2.000000        0.100000        0.100000        0.862500        0.444255        0.444255        0.044698      451.909263   1.0
"HD 219134 f"       22.716999        7.300000        0.400000        0.400000        1.310000        0.020000        0.020000        3.247200        0.231901        0.231901        0.146327       12.438091   0.0
"Kepler-100 b"        6.887050        7.340000        3.200000        3.200000        1.320000        0.040000        0.040000        3.191349        1.421250        1.421250        0.072682      434.406974   0.0
"Kepler-289 b"       34.544998        7.300000        6.800000        6.800000        2.150000        0.100000        0.100000        0.734526        0.691850        0.691850        0.212974       25.482694   1.0
"Kepler-11 d"       22.684500        7.300000        0.800000        1.500000        3.120000        0.060000        0.070000        0.240358        0.030912        0.051298        0.154705       43.348989   1.0
"Kepler-223 b"        7.384490        7.400000        1.300000        1.100000        2.990000        0.180000        0.270000        0.276833        0.089383        0.064754        0.077069        0.000000   1.0
"Kepler-307 b"       10.420800        7.440000        0.910000        0.870000        2.430000        0.090000        0.090000        0.518506        0.085681        0.083638        0.090478       59.703740   1.0
"Kepler-51 d"      130.194000        7.600000        1.100000        1.100000        9.700000        0.500000        0.500000        0.008327        0.001764        0.001764        0.509331        4.011022   1.0
"Kepler-177 c"       49.411999        7.500000        3.500000        3.100000        7.100000        3.710000        0.720000        0.020955        0.011673        0.033972        0.269532       17.638702   1.0
"HD 97658 b"        9.490900        7.860000        0.730000        0.730000        2.341000        0.170000        0.150000        0.612658        0.130794        0.145094        0.079705       47.550309   0.0
"Kepler-36 c"       16.238550        8.080000        0.600000        0.460000        3.679000        0.054000        0.054000        0.162264        0.014008        0.011679        0.128357      176.753312   1.0
"Kepler-48 d"       42.896099        7.930000        4.600000        4.600000        2.040000        0.110000        0.110000        0.934077        0.562510        0.562510        0.229809        9.800382   0.0
"Kepler-11 e"       31.999599        8.000000        1.500000        2.100000        4.190000        0.070000        0.090000        0.108755        0.021562        0.029064        0.194588       27.400502   1.0
"Kepler-223 d"       14.788690        8.000000        1.500000        1.300000        5.240000        0.260000        0.450000        0.055603        0.017717        0.012253        0.122449        0.000000   1.0
"55 Cnc e"        0.736539        8.080000        0.310000        0.310000        1.910000        0.080000        0.080000        1.159608        0.152351        0.152351        0.015467     2417.192115   0.0
"Kepler-131 c"       25.516899        8.250000        5.900000        5.900000        0.840000        0.070000        0.070000       13.919260       10.545084       10.545084        0.170745       34.126609   0.0
"GJ 3634 b"        2.645610        8.400000        4.000000        1.500000       -0.000100        0.000100        0.000100 -8400000778240.000000 -25515488444416.000000 -25244607709184.000000        0.028687        0.000000   0.0
"CoRoT-7 c"        3.698000        8.400000        0.900000        0.900000       -0.000100        0.000100        0.000100 -8400000778240.000000 -25216067567616.000000 -25216067567616.000000        0.045351      224.521403   0.0
"KOI-142 b"       10.954160        8.700000        2.500000        2.500000        3.780000        0.390000        0.360000        0.161081        0.065274        0.068032        0.095222       68.698416   1.0
"Kepler-96 b"       16.238501        8.460000        3.400000        3.400000        2.670000        0.220000        0.220000        0.444464        0.209710        0.209710        0.125495       62.171157   0.0
"Kepler-338 e"        9.341000        8.500000        7.200000        6.300000        1.560000        0.070000        0.070000        2.238954        1.920326        1.686609        0.089603      416.690172   1.0
"Kepler-102 e"       16.145700        8.930000        2.000000        2.000000        2.220000        0.070000        0.070000        0.816192        0.198434        0.198434        0.116536       22.175205   0.0
"WASP-47 e"        0.789636        9.100000        5.500000        3.600000        1.820000        0.400000        0.400000        1.509480        1.350140        1.160664        0.017311     3897.234556   0.0
"Kepler-25 b"        6.238500        9.600000        4.200000        4.200000        2.710000        0.050000        0.050000        0.482351        0.212711        0.212711        0.070280      482.105279   1.0
"Kepler-20 b"        3.696115        9.700000        1.410000        1.440000        1.868000        0.066000        0.034000        1.488131        0.231074        0.271451        0.045990      356.673635   0.0
"Kepler-103 b"       15.965400        9.700000        8.600000        8.600000        3.370000        0.090000        0.090000        0.253444        0.225619        0.225619        0.127700      133.251813   1.0
"K2-38 c"       10.561030        9.900000        4.600000        4.600000        2.420000        0.290000        0.290000        0.698536        0.410380        0.410380        0.096352      128.540558   0.0
"Kepler-20 d"       77.611298       10.070000        3.970000        3.700000        2.744000        0.073000        0.055000        0.487391        0.194371        0.183257        0.350041        6.156942   0.0
"K2-32 d"       31.715401       10.300000        4.700000        4.700000        3.430000        0.350000        0.350000        0.255244        0.140252        0.140252        0.186470       14.106631   0.0
"KOI-94 b"        3.743208       10.500000        4.600000        4.600000        1.710000        0.160000        0.160000        2.099911        1.092602        1.092602        0.051226     1154.530224   0.0
"Kepler-106 c"       13.570800       10.440000        3.200000        3.200000        2.500000        0.320000        0.320000        0.668160        0.328288        0.328288        0.111344       92.241092   0.0
"Kepler-305 b"        5.487000       10.500000        2.600000        2.000000        3.600000        0.900000        0.360000        0.225051        0.087543        0.174147        0.055559      122.804232   1.0
"Kepler-94 b"        2.508060       10.840000        1.400000        1.400000        3.510000        0.150000        0.150000        0.250673        0.045617        0.045617        0.033676      238.925452   0.0
"Kepler-79 b"       13.484500       10.900000        7.400000        6.000000        3.470000        0.070000        0.070000        0.260878        0.177812        0.144468        0.116828      161.528923   1.0
"K2-95 b"       10.133890       10.990000        2.730000        2.730000        3.470000        0.780000        0.530000        0.263032        0.137097        0.189028        0.065195        4.905718   0.0
"Kepler-106 e"       43.844501       11.170000        5.800000        5.800000        2.560000        0.330000        0.330000        0.665784        0.431051        0.431051        0.243335       19.312782   0.0
"Kepler-417 b"       12.331000       11.000000        9.300000        7.900000        2.310000        0.860000        0.170000        0.892394        0.779779        1.184975        0.100850        0.000000   1.0
"Kepler-30 b"       29.334339       11.300000        1.400000        1.400000        3.900000        0.200000        0.200000        0.190495        0.037629        0.037629        0.185520       21.511716   1.0
"Kepler-113 b"        4.754000       11.700000        4.200000        4.200000        1.820000        0.050000        0.050000        1.940759        0.714809        0.714809        0.050271       84.304964   0.0
"HIP 116454 b"        9.120500       11.820000        1.330000        1.330000        2.530000        0.180000        0.180000        0.729887        0.176109        0.176109        0.078639       50.478649   0.0
"K2-38 b"        4.015930       12.000000        2.900000        2.900000        1.550000        0.160000        0.160000        3.222450        1.265824        1.265824        0.050572      466.588144   0.0
"CoRoT-22 b"        9.755980       12.200000       14.000000        8.800000        4.880000        0.170000        0.390000        0.104978        0.123068        0.076513        0.092237      170.624255   0.0
"Kepler-20 c"       10.854091       12.750000        2.170000        2.240000        3.047000        0.064000        0.056000        0.450705        0.080633        0.084122        0.094312       84.815212   0.0
"Kepler-95 b"       11.523100       13.000000        2.900000        2.900000        3.420000        0.090000        0.090000        0.324986        0.076903        0.076903        0.102435      179.442509   0.0
"Kepler-238 f"       50.446999       13.500000        2.900000        2.500000        2.000000        0.850000        0.170000        1.687500        0.562650        2.174138        0.272429       27.060052   1.0
"GJ 3470 b"        3.336649       13.730000        1.610000        1.610000        3.880000        0.320000        0.320000        0.235058        0.064360        0.064360        0.034913       30.186468   0.0
"Kepler-48 c"        9.673950       14.610000        2.300000        2.300000        2.710000        0.140000        0.140000        0.734078        0.162167        0.162167        0.085145       71.393984   1.0
"Kepler-350 d"       26.136000       14.900000        5.300000        4.700000        2.800000        1.280000        0.540000        0.678754        0.460989        0.955167        0.172354      103.602736   1.0
"KOI-94 c"       10.423648       15.600000        5.700000       15.600000        4.320000        0.410000        0.410000        0.193497        0.089631        0.201187        0.101394      294.693756   1.0
"HD 77338 b"        5.736100       15.900000        4.700000        5.300000       -0.000100        0.000100        0.000100 -15900001435648.000000 -47930996162560.000000 -47993545818112.000000        0.061212      154.307012   0.0
"HD 219134 d"       46.859001       16.170000        0.640000        0.640000        1.610000        0.020000        0.020000        3.874649        0.210639        0.210639        0.237111        4.736937   0.0
"Kepler-276 d"       48.647999       16.299999        5.000000        4.300000        2.800000        1.230000        0.270000        0.742529        0.313081        0.997960        0.269217       18.971728   1.0
"Kepler-131 b"       16.091999       16.129999        3.500000        3.500000        2.410000        0.200000        0.200000        1.152347        0.380564        0.380564        0.125565       63.103047   0.0
"BD+20 594 b"       41.685501       16.299999        6.000000        6.100000        2.230000        0.140000        0.110000        1.469850        0.583134        0.615800        0.232100       15.933249   0.0
"K2-32 b"        8.992130       16.500000        2.700000        2.700000        5.130000        0.280000        0.280000        0.122217        0.028292        0.028292        0.080477       75.735611   0.0
"Kepler-18 d"       14.858880       16.400000        1.400000        1.400000        6.980000        0.330000        0.330000        0.048226        0.007983        0.007983        0.117087       65.857979   1.0
"Kepler-276 c"       31.884001       16.600000        4.400000        3.600000        2.900000        1.270000        0.280000        0.680635        0.267236        0.906314        0.203130       33.324460   1.0
"WASP-47 d"        9.095000       16.799999       12.000000        7.000000        3.710000        0.820000        0.820000        0.328994        0.320641        0.257641        0.088289      149.826576   1.0
"Kepler-10 c"       45.294300       17.200001        1.900000        1.900000        2.350000        0.090000        0.040000        1.325333        0.161288        0.211236        0.240974       17.416778   1.0
"Kepler-18 c"        7.641590       17.299999        1.900000        1.900000        5.490000        0.260000        0.260000        0.104551        0.018775        0.018775        0.075158      159.837318   1.0
"Kepler-396 c"       88.504997       17.900000        2.800000        1.300000        5.300000        1.950000        0.990000        0.120233        0.069952        0.132997        0.368168        6.253594   1.0
"HAT-P-26 b"        4.234516       18.750999        2.225000        2.225000        6.333000        0.807000        0.359000        0.073824        0.015309        0.029550        0.047944      162.213447   0.0
"Kepler-56 b"       10.501600       22.100000        3.900000        3.600000        6.510000        0.290000        0.280000        0.080103        0.017511        0.016878        0.102949      831.776023   1.0
"GJ 436 b"        2.643883       22.100000        2.300000        2.300000        4.170000        0.168000        0.168000        0.304778        0.048611        0.048611        0.029093        0.000000   0.0
"Kepler-30 d"      143.343933       23.100000        2.700000        2.700000        8.800000        0.500000        0.500000        0.033897        0.007006        0.007006        0.534227        2.594206   1.0
"Kepler-4 b"        3.213460       24.472000        3.814000        3.814000        4.002000        0.213000        0.213000        0.381802        0.085189        0.085189        0.045537     1131.194218   0.0
"Kepler-25 c"       12.720400       24.600000        5.700000        5.700000        5.200000        0.090000        0.090000        0.174955        0.041544        0.041544        0.113008      186.458042   1.0
"HAT-P-11 b"        4.887816       25.743000        2.860000        2.860000        4.730000        0.157000        0.157000        0.243263        0.036293        0.036293        0.052541       95.504786   0.0
"K2-10 b"       19.304399       27.000000       17.000000       16.000000        3.840000        0.350000        0.340000        0.476837        0.325855        0.311201        0.136971       45.849149   0.0
"CoRoT-24 c"       11.759000       28.000000       11.000000       11.000000        5.000000        0.500000        0.500000        0.224000        0.110724        0.110724        0.098067       41.453738   0.0
"Kepler-328 b"       34.921001       28.500000       12.900000       12.300000        2.300000        0.960000        0.230000        2.342402        1.271981        3.102422        0.219054       25.717201   1.0
"Kepler-117 b"       18.795923       29.875000       10.488000       10.488000        8.059000        0.269000        0.269000        0.057077        0.020837        0.020837        0.144100      160.330386   0.0
"Kepler-414 c"        7.171000       29.900000       12.400000       10.500000        3.010000        0.540000        0.250000        1.096407        0.530455        0.704595        0.070002        0.000000   1.0
"K2-105 b"        8.266902       30.000000       19.000000       19.000000        3.590000        0.440000        0.390000        0.648392        0.461829        0.474837        0.080278      109.628094   0.0
"Kepler-128 b"       15.090000       30.700001        6.000000        6.000000        1.130000        0.030000        0.030000       21.276642        4.490338        4.490338        0.126284      213.392499   1.0
"K2-27 b"        6.771315       30.900000        4.600000        4.600000        4.480000        0.230000        0.230000        0.343656        0.073612        0.073612        0.066868      120.645894   0.0
"EPIC 211391664 b"       10.136750       32.200001        8.100000        8.100000        4.300000        0.300000        0.200000        0.404996        0.116501        0.132531        0.093754      245.901680   0.0
"Kepler-128 c"       22.804001       33.299999        3.300000        3.300000        1.130000        0.030000        0.030000       23.078571        2.934168        2.934168        0.166302      123.050508   1.0
"KOI-94 e"       54.320309       35.000000       18.000000       28.000000        6.560000        0.620000        0.620000        0.123981        0.072810        0.105230        0.304771       32.617270   1.0
"Kepler-122 f"       56.268002       36.000000       19.400000       16.200001        1.750000        0.600000        0.160000        6.717201        4.061735        7.541414        0.286405       21.825784   1.0
"Kepler-103 c"      179.612000       36.099998       25.200001       25.200001        5.140000        0.140000        0.140000        0.265838        0.186838        0.186838        0.641151        5.286064   1.0
"WASP-139 b"        5.924262       37.186111        5.403110        5.403110        8.967000        0.560000        0.560000        0.051575        0.012228        0.012228        0.062318      117.630883   0.0
"Kepler-145 b"       22.951000       37.099998       11.600000       11.600000        2.650000        0.080000        0.080000        1.993592        0.648956        0.648956        0.173375      134.438130   1.0
"Kepler-279 d"       54.414001       37.500000        5.500000        4.500000        3.100000        1.240000        0.300000        1.258770        0.409436        1.518057        0.290090       53.560984   1.0
"Kepler-328 c"       71.311996       39.400002       13.600000       12.600000        5.400000        2.240000        0.540000        0.250216        0.114430        0.321497        0.352589        9.926340   1.0
"K2-39 b"        4.604970       39.799999        4.400000        4.400000        5.710000        0.630000        0.630000        0.213784        0.074605        0.074605        0.057402     1361.765770   0.0
"Kepler-35 b"      131.457993       40.362999        6.356000        6.356000        8.160000        0.157000        0.157000        0.074287        0.012459        0.012459        0.486687        3.971717   1.0
"HATS-8 b"        3.583893       43.860538        6.038770        6.038770        9.785000        1.379000        0.841000        0.046816        0.013684        0.020816        0.046730      508.078316   0.0
"55 Cnc f"      262.000000       44.812000        3.814000        3.814000       -0.000100        0.000100        0.000100 -44812006850560.000000 -134490114490368.000000 -134490114490368.000000        0.776503        0.959041   0.0
"Kepler-279 c"       35.736000       49.400002        7.200000        5.900000        4.300000        1.720000        0.410000        0.621329        0.199470        0.749278        0.219178       93.825635   1.0
"Kepler-101 b"        3.487681       51.099998        5.100000        4.700000        5.770000        0.850000        0.790000        0.266007        0.112440        0.120079        0.047426     1001.897439   0.0
"Kepler-9 c"       38.910000       54.347000        4.132000        4.132000        9.225000        0.751000        0.751000        0.069227        0.017707        0.017707        0.229842       19.694263   1.0
"55 Cnc c"       44.417500       54.473801        1.748000        1.748000       -0.000100        0.000100        0.000100 -54473808412672.000000 -163430770147328.000000 -163430770147328.000000        0.237855       10.221156   0.0
"Kepler-282 e"       44.347000       56.200001       16.200001       16.700001        3.100000        1.260000        0.250000        1.886476        0.709938        2.367604        0.242714       12.157886   1.0
"WASP-127 b"        4.178062       57.209400        6.356600        6.356600       15.356000        0.448000        0.448000        0.015799        0.002235        0.002235        0.052086      637.861845   0.0
"Kepler-416 b"        6.319000       58.200001       53.400002       39.500000        2.480000        0.990000        0.330000        3.815645        3.817950        5.252336        0.066890        0.000000   1.0
"K2-108 b"        4.734010       59.400002        4.400000        4.400000        5.280000        0.540000        0.540000        0.403538        0.127370        0.127370        0.057300      751.931879   0.0
"Kepler-282 d"       24.806000       61.000000       35.900002       36.099998        2.460000        1.000000        0.200000        4.097552        2.610400        5.554324        0.164774       26.379593   1.0
"HAT-P-18 b"        5.508023       62.610001        4.132000        4.132000       11.153000        0.583000        0.583000        0.045130        0.007678        0.007678        0.055944       85.872131   0.0
"Kepler-92 b"       13.749000       64.300003       13.900000       13.900000        3.510000        0.100000        0.100000        1.486927        0.345647        0.345647        0.119684      216.974598   0.0
"Kepler-277 c"       33.006001       64.199997       18.100000       15.700000        3.360000        0.830000        0.720000        1.692455        1.188039        1.320756        0.209120       73.294492   1.0
"Kepler-413 b"       66.262001       67.000000       22.000000       21.000000        4.347000        0.099000        0.099000        0.815654        0.273563        0.261656        0.299946        2.962689   0.0
"HAT-P-12 b"        3.213060       67.058998        3.814000        3.814000       10.749000        0.325000        0.235000        0.053995        0.004687        0.005781        0.038369      139.712396   0.0
"CoRoT-8 b"        6.212290       69.919998        9.530000        9.530000        6.390000        0.220000        0.220000        0.267978        0.045828        0.045828        0.063376       88.263221   0.0
"Kepler-34 b"      288.821991       69.919998        3.496000        3.178000        8.564000        0.135000        0.157000        0.111320        0.008274        0.007302        0.869117        1.955158   1.0
"HATS-5 b"        4.763387       75.322998        3.814000        3.914000       10.223000        0.280000        0.280000        0.070501        0.006804        0.006854        0.054273      182.591383   0.0
"Kepler-396 b"       42.993999       75.500000       11.800000        5.800000        3.500000        1.280000        0.650000        1.760933        1.018963        1.936725        0.227513       16.376067   1.0
"WASP-29 b"        3.922727       77.546997        6.356000        6.356000        8.878000        0.628000        0.392000        0.110820        0.017262        0.025210        0.045561      150.640708   0.0
"Kepler-145 c"       42.882000       79.400002       16.400000       16.400000        4.320000        0.120000        0.120000        0.984848        0.219351        0.219351        0.263008       58.419510   1.0
"Kepler-425 b"        3.797018       79.449997       25.430000       25.430000       10.962000        0.247000        0.247000        0.060315        0.019731        0.019731        0.046493      219.472945   0.0
"Kepler-9 b"       19.240000       80.089996        4.132000        4.132000        9.438000        0.773000        0.773000        0.095266        0.023918        0.023918        0.143723       50.367217   1.0
"WASP-69 b"        3.868138       82.632004        5.403000        5.403000        9.113000        0.314000        0.314000        0.109185        0.013355        0.013355        0.045320      141.745571   0.0
"HAT-P-38 b"        4.640382       84.857002        6.356000        6.356000        9.247000        1.031000        0.706000        0.107321        0.025863        0.036787        0.052371      223.607798   0.0
"CoRoT-25 b"        4.860690       85.809998       12.710000       12.710000       12.110000        3.400000        1.120000        0.048318        0.015197        0.041321        0.057792      506.633810   0.0
"WASP-131 b"        5.322023       85.814102        6.356600        6.356600       13.675000        0.560000        0.560000        0.033556        0.004814        0.004814        0.060825      751.069401   0.0
"Kepler-277 b"       17.323999       87.300003       41.700001       39.900002        2.920000        0.730000        0.630000        3.506434        2.820682        3.079659        0.136071      173.113522   1.0
"WASP-117 b"       10.021650       87.558502        2.860300        2.860300       11.444000        0.852000        0.729000        0.058420        0.011326        0.013187        0.094750      181.959029   0.0
"WASP-126 b"        3.288800       88.992401       12.713200       12.713200       10.761000        1.121000        0.560000        0.071416        0.015113        0.024540        0.044946      811.194452   0.0
"WASP-39 b"        4.055259       88.988998        9.535000        9.535000       14.235000        0.448000        0.448000        0.030851        0.004406        0.004406        0.048577      262.047873   0.0
"Kepler-25 d"      123.000000       89.900002       13.700000       13.700000       -0.000100        0.000100        0.000100 -89900015681536.000000 -270047796789248.000000 -270047796789248.000000        0.512917        9.051252   0.0
"Kepler-427 b"       10.290994       92.169998       28.600000       28.600000       13.790000        2.350000        2.350000        0.035148        0.021020        0.021020        0.091339      221.950694   0.0
"HAT-P-19 b"        4.008778       92.802002        5.721000        5.721000       12.689000        0.807000        0.807000        0.045423        0.009108        0.009108        0.046598      172.383283   0.0
"WASP-83 b"        4.971252       95.348999        9.534900        9.534900       11.657000        0.897000        0.560000        0.060194        0.010559        0.015144        0.059022      261.908384   0.0
