pl_name,pl_orbper,pl_masse,pl_masseerr1,pl_masseerr2,pl_rade,pl_radeerr1,pl_radeerr2,st_mass,st_rad,st_teff,pl_ttvflag
Kepler-94 c,820.30000000,3126.00000,200.00000,-200.00000,,,,0.81,0.76,4781.00,0
30 Ari B b,335.10000000,,,,,,,1.16,1.13,6300.00,0
HD 208527 b,875.50000000,,,,,,,1.60,51.10,4035.00,0
HR 8799 d,37000.00000000,3000.00000,1000.00000,-1000.00000,13.000,1.000,0.000,1.51,,,0
TYC 1422-614-1 c,559.30000000,,,,,,,1.15,6.85,4806.00,0
KOI-12 b,17.85523330,3178.30000,,,16.029,1.457,-1.457,1.45,1.63,6820.00,0
HR 8799 c,69000.00000000,3000.00000,1000.00000,-1000.00000,13.000,1.000,0.000,1.51,,,0
Kepler-75 b,8.88491160,3209.90000,127.10000,-127.10000,11.770,0.340,-0.340,0.91,0.89,5200.00,0
HD 39091 b,2151.00000000,,,,,,,1.10,,5950.00,0
18 Del b,993.30000000,,,,,,,2.30,8.50,4979.00,0
CoRoT-27 b,3.57532000,3302.11000,174.80000,-174.80000,11.287,0.493,-0.493,1.05,1.08,5900.00,0
HD 219077 b,5501.00000000,,,,,,,1.05,1.91,5362.00,0
Kepler-52 c,16.38500210,3308.41000,,,1.840,,,0.54,0.56,4263.00,1
WASP-18 b,0.94145299,3314.83000,120.77000,-120.77000,13.059,0.639,-0.639,1.28,1.23,6400.00,0
11 UMi b,516.22000000,,,,,,,1.80,24.08,4340.00,0
CFBDSIR J145829+101343 b,10037.50000000,3337.10000,1430.20000,-1430.20000,,,,0.02,,580.50,0
HD 156846 b,359.55460000,,,,,,,1.35,2.12,5969.00,0
BD-13 2130 b,714.30000000,,,,,,,2.40,,,0
HD 38801 b,696.30000000,,,,,,,1.36,2.53,5222.00,0
HD 114762 b,83.91510000,,,,12.440,,,0.83,1.24,5673.00,0
MOA 2010-BLG-073L b,,3496.00000,635.60000,-635.60000,,,,0.16,,,0
HD 106270 b,2890.00000000,,,,,,,1.32,2.50,5638.00,0
HD 106906 b,,3496.00000,636.00000,-636.00000,,,,1.50,,6516.00,0
DH Tau b,,3496.00000,3178.00000,-953.00000,,,,0.33,0.27,,0
HD 110014 b,835.47700000,,,,,,,2.17,20.90,4445.00,0
HIP 67537 b,2556.50000000,,,,,,,2.41,8.69,4985.00,0
HD 220074 b,672.10000000,,,,,,,1.20,49.70,3935.00,0
VHS J125601.92-125723.9 b,,3559.69600,3082.95100,-572.09400,,,,0.07,,2620.00,0
GU Psc b,,3591.30000,540.30000,-540.30000,14.179,1.289,-1.289,0.33,,,0
MOA 2011-BLG-322L b,,3686.70000,4258.70000,-1779.80000,,,,0.39,,,0
XO-3 b,3.19152390,3747.06000,187.51200,-187.51200,13.641,0.818,-0.818,1.21,1.38,6429.00,0
KIC 7917485 b,840.00000000,,,,,,,1.63,,7067.00,0
HD 87646 b,13.48100000,,,,,,,1.12,1.55,5770.00,0
BD+20 2457 c,621.99000000,,,,,,,2.80,49.00,4137.00,0
2MASS J22362452+4751425 b,,3972.87500,476.74500,-476.74500,,,,0.60,,4045.00,0
CHXR 73 b,,3994.48600,2662.99100,-1664.36900,,,,0.35,,,0
OGLE 2013-BLG-102L b,,3994.48600,665.74800,-665.74800,,,,0.10,,,0
Kepler-407 c,3000.00000000,4000.00000,2000.00000,-2000.00000,,,,1.00,1.01,5476.00,0
SR 12 AB c,,4131.62000,2224.72000,-2224.72000,,,,,,,0
HD 217786 b,1319.00000000,,,,,,,1.02,1.27,5966.00,0
HD 38529 c,2140.20000000,,,,,,,1.48,,5697.00,0
AB Pic b,,4290.50000,158.90000,-158.90000,,,,,,,0
kap And b,,4327.36000,7323.22400,-332.87400,,,,2.60,,10900.00,0
HD 22781 b,528.07000000,,,,,,,0.75,,5027.00,0
Kepler-27 c,31.33090000,4385.87000,,,4.900,,,0.65,0.59,5400.00,1
2MASS J02192210-3925225 b,,4417.83700,349.61300,-349.61300,16.141,0.336,-0.336,0.11,0.28,3064.00,0
USco CTIO 108 b,,4449.62000,635.66000,-2542.64000,,,,0.06,,2700.00,0
Oph 11 b,7300000.00000000,4449.62000,1906.98000,-1589.15000,,,,0.02,,2375.00,0
HD 13189 b,471.60000000,,,,,,,,,,0
HD 8673 b,1634.00000000,,,,,,,,,,0
HAT-P-13 c,446.27000000,,,,,,,1.22,1.56,5653.00,0
HD 162020 b,8.42819800,,,,,,,0.75,,4830.00,0
HIP 5158 c,9017.76000000,,,,,,,0.78,,4962.00,0
HD 219828 c,4791.00000000,,,,,,,1.23,1.69,5891.00,0
Kepler-53 c,38.55830380,5002.43000,,,3.170,,,0.98,0.89,5858.00,1
FU Tau b,,5085.28000,,,,,,0.05,,2838.00,0
ROXs 12 b,,5085.00000,1271.00000,-1271.00000,,,,0.87,,3850.00,0
GSC 06214-00210 b,,5000.00000,300.00000,-300.00000,,,,0.90,,4200.00,0
WASP-53 c,2840.00000000,,,,,,,0.84,0.80,4953.00,0
CT Cha b,,5403.00000,1907.00000,-1907.00000,24.660,9.080,-6.730,,,,0
HD 168443 c,1749.83000000,,,,,,,0.99,1.51,5491.00,0
HD 202206 b,255.87000000,,,,,,,1.15,,5765.00,0
HD 131664 b,1951.00000000,,,,,,,1.10,1.16,5886.00,0
HD 41004 B b,1.32830000,,,,,,,0.40,,,0
Kepler-53 b,18.64895250,5851.00000,,,2.890,,,0.98,0.89,5858.00,1
Kepler-57 b,5.72931960,5994.02000,,,2.190,,,0.83,0.73,5145.00,1
HD 214823 b,1877.00000000,,,,,,,1.22,,6215.00,0
11 Com b,326.03000000,,,,,,,2.70,19.00,4742.00,0
NGC 4349 127 b,677.80000000,,,,,,,3.90,,,0
GQ Lup b,,6356.00000,,,33.600,5.600,-5.600,0.70,,,0
HIP 97233 b,1058.80000000,,,,,,,1.93,5.34,5020.00,0
Kepler-39 b,21.08721000,6388.10000,413.20000,-381.40000,13.900,1.010,-1.120,1.29,1.40,6350.00,0
tau Gem b,305.50000000,,,,,,,2.30,26.80,4388.00,0
2MASS J21402931+1625183 A b,7336.50000000,6657.48000,26629.91000,-6657.48000,10.310,4.370,-4.040,0.08,0.12,2300.00,0
BD+20 2457 b,379.63000000,,,,,,,2.80,49.00,4137.00,0
CoRoT-3 b,4.25680000,6883.91000,317.80000,-317.80000,11.320,0.780,-0.780,1.37,1.56,6740.00,0
HN Peg b,,6991.57000,2996.39000,-2996.39000,11.777,1.527,-0.654,,,,0
WISEP J121756.91+162640.2 A b,,6992.00000,636.00000,-636.00000,10.468,0.327,-0.327,0.03,0.09,575.00,0
HD 180314 b,396.03000000,,,,,,,2.60,9.20,4917.00,0
HIP 78530 b,,7300.00000,300.00000,-300.00000,,,,2.50,,10500.00,0
nu Oph b,530.32000000,,,,,,,3.04,15.10,4928.00,0
HD 203030 b,,7656.09700,2662.99100,-3661.61200,,,,,,,0
2MASS J01225093-2439505 b,,7786.50000,794.50000,-794.50000,,,,0.40,,3530.00,0
nu Oph c,3186.00000000,,,,,,,3.04,15.10,4928.00,0
KELT-1 b,1.21751400,8654.15000,158.90800,-152.55200,12.442,0.359,-0.247,1.32,1.46,6518.00,0
Kepler-47 c,303.13700000,8899.00000,,,4.620,0.200,-0.200,1.05,0.96,5636.00,1
DENIS-P J082303.1-491201 b,246.36000000,9057.77000,603.85000,-603.85000,,,,0.07,,,0
HR 2562 b,,9534.90000,4767.45000,-4767.45000,12.442,1.233,-1.233,1.30,,,0
HD 189733 b,2.21857520,,,,,,,0.85,0.81,4875.00,0
Kepler-897 b,8.04726420,,,,2.390,0.660,-0.250,1.03,1.04,5839.00,0
Kepler-898 b,5.87061910,,,,1.490,0.300,-0.090,0.65,0.62,4223.00,0
Kepler-899 b,19.17891293,,,,2.680,0.460,-0.260,0.93,0.91,5595.00,0
Kepler-900 b,6.99130860,,,,2.080,0.120,-0.340,0.78,0.73,4836.00,0
Kepler-901 b,3.51749439,,,,1.370,0.070,-0.060,0.59,0.57,4184.00,0
Kepler-902 b,40.10995470,,,,2.540,0.330,-0.180,0.95,0.93,5647.00,0
Kepler-903 b,10.35077210,,,,2.010,0.350,-0.360,0.98,0.97,5682.00,0
Kepler-903 c,62.92285570,,,,2.530,0.400,-0.450,0.98,0.97,5682.00,0
Kepler-904 b,3.02166863,,,,1.770,0.590,-0.240,1.16,1.25,6160.00,0
Kepler-905 b,5.08274652,,,,1.410,0.050,-0.050,0.95,0.86,5461.00,0
Kepler-906 b,41.69799760,,,,2.110,0.100,-0.100,1.06,1.02,6035.00,0
Kepler-907 b,15.86621821,,,,1.200,0.060,-0.050,1.08,1.38,6106.00,0
Kepler-908 b,1.34059747,,,,1.220,0.100,-0.080,1.11,1.12,5973.00,0
Kepler-909 b,13.93290318,,,,1.470,0.160,-0.110,1.17,1.23,6154.00,0
Kepler-910 b,2.36436901,,,,0.820,0.040,-0.030,1.26,1.50,6230.00,0
Kepler-911 b,20.31050100,,,,2.600,0.100,-0.100,1.34,1.99,6112.00,0
Kepler-912 b,2.53475627,,,,2.800,0.840,-0.510,1.07,1.11,5998.00,0
Kepler-913 b,10.29672521,,,,2.060,0.080,-0.060,0.63,0.61,4687.00,0
Kepler-914 b,4.40966548,,,,1.380,0.170,-0.120,1.10,1.15,5877.00,0
Kepler-915 b,4.59489604,,,,1.500,0.330,-0.190,1.21,1.38,6173.00,0
Kepler-916 b,32.29687980,,,,1.760,0.140,-0.130,0.85,0.81,5248.00,0
Kepler-918 b,4.85386933,,,,1.740,0.400,-0.210,1.11,1.14,6028.00,0
Kepler-919 b,11.04603384,,,,2.250,0.870,-0.290,1.15,1.21,6113.00,0
Kepler-920 b,6.53192704,,,,2.420,0.220,-0.160,0.89,0.85,5403.00,0
Kepler-921 b,51.30063400,,,,2.870,0.330,-0.730,0.93,0.91,5663.00,0
Kepler-922 b,0.93846683,,,,1.420,0.180,-0.110,0.95,0.93,5671.00,0
Kepler-923 b,6.93366476,,,,1.380,0.290,-0.190,1.11,1.26,5988.00,0
K2-17 b,17.96753000,,,,2.230,0.200,-0.200,0.71,0.66,4320.00,0
K2-18 b,32.94488000,,,,2.240,0.230,-0.230,0.41,0.39,3503.00,0
LkCa 15 b,,,,,,,,,,,0
LkCa 15 c,,,,,,,,,,,0
Kepler-1111 b,8.79617863,,,,2.000,0.540,-0.260,1.10,1.15,6077.00,0
Kepler-1112 b,14.36267939,,,,3.020,1.280,-0.520,1.34,1.54,6496.00,0
Kepler-1113 b,42.30049540,,,,2.810,1.130,-0.360,1.12,1.17,5931.00,0
Kepler-1114 b,14.97435694,,,,1.350,0.080,-0.070,0.87,0.83,5374.00,0
Kepler-1115 b,23.55407250,,,,1.700,0.290,-0.200,1.60,1.73,8480.00,0
Kepler-1116 b,41.69778270,,,,2.540,0.540,-0.220,0.95,0.93,5641.00,0
Kepler-1117 b,4.79028459,,,,1.110,0.170,-0.080,0.95,0.93,5612.00,0
Kepler-1118 b,38.67150750,,,,2.740,0.600,-0.430,0.96,0.97,5688.00,0
Kepler-1119 b,8.32651530,,,,1.920,0.630,-0.300,1.11,1.17,6083.00,0
Kepler-1120 b,2.94902905,,,,1.380,0.090,-0.070,0.78,0.74,4904.00,0
Kepler-1121 b,13.15141081,,,,1.910,0.480,-0.460,1.29,1.59,6231.00,0
Kepler-1122 b,42.19173570,,,,2.040,0.270,-0.140,0.92,0.89,5544.00,0
Kepler-1123 b,4.33946454,,,,1.670,0.250,-0.110,0.93,0.90,5500.00,0
Kepler-1124 b,2.85234897,,,,1.280,0.120,-0.070,0.35,0.34,3658.00,0
Kepler-1125 b,17.67006420,,,,1.840,0.300,-0.180,0.95,0.94,5683.00,0
Kepler-1126 b,108.59332900,,,,1.730,0.210,-0.140,0.92,0.93,5798.00,0
Kepler-1127 b,5.12330347,,,,1.960,0.310,-0.420,0.97,0.95,5664.00,0
Kepler-1128 b,61.61781670,,,,3.650,0.530,-0.340,0.94,0.91,5543.00,0
Kepler-1129 b,24.33978040,,,,2.960,0.510,-0.330,1.00,1.00,5831.00,0
Kepler-152 c,88.25505500,,,,2.390,0.160,-0.160,,0.72,5088.00,0
Kepler-153 b,18.87022700,,,,2.920,1.760,-1.760,,0.89,5404.00,0
Kepler-153 c,46.90232000,,,,2.530,1.520,-1.520,,0.89,5404.00,0
Kepler-154 c,62.30327600,,,,2.950,0.620,-0.620,0.89,1.00,5690.00,0
Kepler-155 b,5.93119400,,,,2.090,0.210,-0.210,0.58,0.62,4508.00,0
Kepler-155 c,52.66179300,,,,2.240,0.150,-0.150,0.58,0.62,4508.00,0
Kepler-156 c,15.90680100,,,,2.550,0.190,-0.190,,0.81,5094.00,0
Kepler-157 b,1.73234200,,,,1.320,0.260,-0.260,,1.04,5774.00,0
Kepler-157 c,13.54050000,,,,2.240,0.430,-0.430,,1.04,5774.00,0
Kepler-158 c,28.55138300,,,,1.900,0.300,-0.300,,0.62,4623.00,0
Kepler-159 b,10.13962300,,,,2.380,0.180,-0.180,,0.66,4625.00,1
Kepler-159 c,43.59579200,,,,3.410,0.280,-0.280,,0.66,4625.00,1
Kepler-160 b,4.30942700,,,,1.540,0.760,-0.760,,0.88,5857.00,0
Kepler-161 b,4.92135500,,,,2.120,0.140,-0.140,0.77,0.81,5078.00,0
Kepler-161 c,7.06424000,,,,2.050,0.150,-0.150,0.77,0.81,5078.00,1
Kepler-162 b,6.91979800,,,,1.260,0.670,-0.670,,0.96,5816.00,0
Kepler-163 b,7.81093700,,,,1.050,0.440,-0.440,0.96,0.92,5776.00,0
Kepler-163 c,21.34726200,,,,2.260,0.940,-0.940,0.96,0.92,5776.00,0
Kepler-164 b,5.03503000,,,,1.410,0.280,-0.280,1.11,1.15,5888.00,0
Kepler-164 d,28.98676900,,,,2.450,0.470,-0.470,1.11,1.15,5888.00,0
Kepler-165 b,8.18084800,,,,2.320,1.410,-1.410,,0.77,5211.00,0
Kepler-165 c,15.31299000,,,,2.230,1.350,-1.350,,0.77,5211.00,0
Kepler-166 c,34.26028100,,,,2.380,1.230,-1.230,,0.74,5413.00,0
Kepler-167 b,4.39316320,,,,1.615,0.047,-0.043,0.77,0.73,4890.00,0
HD 209458 b,3.52474859,,,,14.796,0.269,-0.280,1.10,1.12,,0
Kepler-924 b,61.03701170,,,,3.070,1.110,-0.610,1.14,1.23,6167.00,0
Kepler-926 b,52.06886010,,,,2.310,0.570,-0.230,1.01,1.01,5806.00,0
Kepler-927 b,9.11499030,,,,1.720,0.400,-0.150,0.99,0.99,5743.00,0
Kepler-928 b,3.93246130,,,,1.590,0.310,-0.120,0.73,0.70,4700.00,0
Kepler-929 b,0.92103214,,,,1.110,0.270,-0.150,1.01,1.02,5869.00,0
Kepler-931 b,8.03755877,,,,1.330,0.140,-0.090,0.86,0.81,5241.00,0
Kepler-932 b,1.92143740,,,,1.370,0.130,-0.100,0.87,0.84,5331.00,0
Kepler-933 b,14.20443009,,,,2.460,0.230,-0.160,0.87,0.84,5346.00,0
Kepler-934 b,55.67383090,,,,2.090,0.150,-0.110,0.81,0.77,5001.00,0
Kepler-936 b,10.56134221,,,,1.450,0.200,-0.100,0.92,0.89,5482.00,0
Kepler-937 b,67.66882700,,,,3.720,1.290,-0.480,1.15,1.22,6095.00,0
Kepler-937 c,153.34336400,,,,2.670,0.910,-0.390,1.15,1.22,6095.00,0
Kepler-939 b,14.87829600,,,,1.750,0.310,-0.200,0.88,0.85,5471.00,0
Kepler-940 b,59.62252570,,,,3.340,0.710,-0.310,0.97,0.96,5769.00,0
Kepler-941 b,17.42395198,,,,3.080,0.350,-0.610,0.89,0.86,5539.00,0
Kepler-942 b,44.96417488,,,,2.130,0.230,-0.080,0.81,0.75,4861.00,0
Kepler-943 b,49.77014380,,,,5.930,0.790,-0.530,0.93,0.91,5612.00,0
Kepler-945 b,31.00338140,,,,2.630,0.470,-0.250,0.97,0.97,5718.00,0
Kepler-946 b,11.79162572,,,,1.930,0.320,-0.200,0.94,0.93,5665.00,0
Kepler-947 b,26.96443170,,,,2.280,0.230,-0.230,0.90,0.87,5508.00,0
Kepler-948 b,7.76846622,,,,1.850,0.320,-0.410,0.96,0.94,5679.00,0
Kepler-411 c,7.83442788,,,,3.270,0.120,-0.070,0.83,0.79,4974.00,0
Kepler-950 b,98.71804060,,,,8.980,1.560,-0.830,1.02,1.02,5857.00,0
Kepler-951 b,71.52530845,,,,5.590,0.240,-0.260,0.77,0.73,4834.00,0
Kepler-952 b,130.35469190,,,,7.650,1.650,-0.750,1.00,0.99,5730.00,0
Kepler-167 d,21.80385500,,,,1.194,0.049,-0.048,0.77,0.73,4890.00,0
Kepler-167 e,1071.23228000,,,,10.150,0.240,-0.230,0.77,0.73,4890.00,0
Kepler-1129 c,76.53695860,,,,2.730,0.460,-0.270,1.00,1.00,5831.00,0
Kepler-1130 b,5.45298175,,,,0.800,0.160,-0.030,0.90,0.81,5403.00,0
Kepler-1131 b,3.53232449,,,,1.590,0.360,-0.150,1.03,1.04,5851.00,0
Kepler-1132 b,62.89162280,,,,2.350,0.190,-0.170,0.87,0.83,5298.00,0
Kepler-1133 b,11.55562343,,,,1.970,0.240,-0.150,0.93,0.90,5569.00,0
Kepler-1134 b,17.13263989,,,,2.640,0.210,-0.260,0.84,0.81,5281.00,0
Kepler-1135 b,76.95785700,,,,1.850,0.330,-0.160,0.96,0.94,5656.00,0
Kepler-1136 b,2.36172433,,,,1.640,0.100,-0.090,0.72,0.68,4512.00,0
Kepler-1137 b,23.92107910,,,,2.200,0.830,-0.400,1.50,1.84,6807.00,0
Kepler-1138 b,3.17060005,,,,1.700,0.240,-0.130,0.95,0.92,5582.00,0
Kepler-1139 b,0.81316672,,,,1.190,0.170,-0.080,0.94,0.91,5550.00,0
Kepler-1140 b,24.08627070,,,,2.770,0.450,-0.370,0.76,0.73,4850.00,0
Kepler-1141 b,2.34451194,,,,0.820,0.120,-0.080,1.01,1.07,5791.00,0
Kepler-1142 b,18.30272480,,,,1.470,0.430,-0.180,0.97,0.96,5685.00,0
Kepler-1143 b,2.88890485,,,,1.670,0.130,-0.110,0.81,0.77,5053.00,0
Kepler-1143 c,210.63059100,,,,3.600,0.510,-0.350,0.81,0.77,5053.00,0
Kepler-1145 b,3.97076766,,,,1.400,0.110,-0.110,0.79,0.75,5064.00,0
Kepler-1146 b,2.35226580,,,,1.230,0.100,-0.080,0.74,0.70,4692.00,0
Kepler-1147 b,10.62784997,,,,2.610,0.800,-0.510,1.09,1.14,5941.00,0
Kepler-1148 b,1.10446351,,,,1.690,0.100,-0.090,0.81,0.77,5054.00,0
Kepler-1150 b,2.78786839,,,,1.020,0.060,-0.060,0.76,0.72,4754.00,0
Kepler-1151 b,65.64784240,,,,2.220,0.240,-0.170,0.88,0.85,5470.00,0
Kepler-1152 b,1.64680191,,,,0.870,0.050,-0.060,0.55,0.53,3964.00,0
Kepler-1154 b,5.18561420,,,,2.340,1.060,-0.490,1.26,1.43,6327.00,0
Kepler-1154 c,8.45808312,,,,2.360,0.950,-0.490,1.26,1.43,6327.00,0
Kepler-1155 b,33.46974300,,,,2.030,0.450,-0.200,1.03,1.03,5842.00,0
Kepler-1156 b,11.89520511,,,,1.320,0.140,-0.090,1.00,1.00,5778.00,0
Kepler-167 c,7.40611400,,,,1.548,0.050,-0.048,0.77,0.73,4890.00,0
Kepler-168 b,4.42539100,,,,1.460,0.660,-0.660,,1.11,6282.00,0
Kepler-169 b,3.25061900,,,,1.130,0.080,-0.080,0.86,0.76,4997.00,0
Kepler-169 c,6.19546900,,,,1.210,0.080,-0.080,0.86,0.76,4997.00,0
Kepler-169 d,8.34812500,,,,1.250,0.090,-0.090,0.86,0.76,4997.00,0
Kepler-169 f,87.09019500,,,,2.580,0.240,-0.240,0.86,0.76,4997.00,0
Kepler-170 b,7.93059200,,,,3.200,0.220,-0.220,,1.03,5679.00,0
Kepler-170 c,16.66586300,,,,2.860,0.170,-0.170,,1.03,5679.00,0
Kepler-171 c,11.46346200,,,,2.560,1.150,-1.150,,0.84,5642.00,0
Kepler-171 d,39.59551900,,,,1.890,0.900,-0.900,,0.84,5642.00,1
Kepler-172 b,2.94030900,,,,2.350,0.420,-0.420,0.86,1.08,5526.00,0
Kepler-172 c,6.38899600,,,,2.860,0.530,-0.530,0.86,1.08,5526.00,0
Kepler-172 e,35.11873600,,,,2.760,0.560,-0.560,0.86,1.08,5526.00,0
Kepler-173 b,4.26374200,,,,1.290,0.640,-0.640,0.78,0.95,6031.00,0
Kepler-173 c,8.00577700,,,,2.430,1.210,-1.210,0.78,0.95,6031.00,0
Kepler-174 c,44.00052900,,,,1.490,0.090,-0.090,,0.62,4880.00,0
Kepler-174 d,247.35373000,,,,2.190,0.130,-0.130,,0.62,4880.00,0
Kepler-175 b,11.90351500,,,,2.560,1.280,-1.280,1.04,1.01,6064.00,0
Kepler-176 b,5.43307400,,,,1.430,0.730,-0.730,,0.89,5232.00,0
Kepler-176 c,12.75971200,,,,2.600,1.330,-1.330,,0.89,5232.00,1
Kepler-176 d,25.75197400,,,,2.510,1.320,-1.320,,0.89,5232.00,1
Kepler-178 b,9.57669400,,,,2.900,1.250,-1.250,,1.07,5676.00,0
Kepler-178 c,20.55280200,,,,2.880,1.230,-1.230,,1.07,5676.00,0
Kepler-179 b,2.73592600,,,,1.640,0.680,-0.680,,0.76,5302.00,0
Kepler-20 f,19.57758478,,,,1.003,0.050,-0.089,0.95,0.96,5495.00,0
Kepler-23 d,15.27429900,,,,2.200,0.090,-0.090,1.11,1.55,5828.00,1
Kepler-24 e,18.99835500,,,,2.780,0.640,-0.640,1.03,1.29,5897.00,0
Kepler-26 e,46.82791500,,,,2.410,0.150,-0.150,0.54,0.51,3914.00,0
Kepler-31 b,20.86130000,,,,5.500,1.100,-1.100,1.21,1.22,6340.00,1
Kepler-32 d,22.78020000,,,,2.700,0.200,-0.200,0.58,0.53,3900.00,0
Kepler-32 f,0.74296000,,,,0.820,0.070,-0.070,0.58,0.53,3900.00,0
Kepler-953 c,9.10967112,,,,1.190,0.110,-0.090,0.95,0.99,5416.00,0
Kepler-1275 b,3.65691115,,,,1.480,0.650,-0.270,1.23,1.36,6296.00,0
Kepler-1276 b,12.57200950,,,,1.190,0.200,-0.110,1.14,1.21,6188.00,0
Kepler-1277 b,40.83650120,,,,1.600,0.290,-0.110,0.94,0.92,5578.00,0
Kepler-1278 b,3.23941344,,,,1.010,0.310,-0.120,1.11,1.16,6074.00,0
Kepler-1279 b,23.47741010,,,,1.750,0.880,-0.270,1.21,1.33,6221.00,0
Kepler-1280 b,66.55790570,,,,1.870,0.830,-0.290,1.20,1.32,6227.00,0
Kepler-1281 b,3.11602791,,,,1.640,0.130,-0.140,0.87,0.83,5353.00,0
Kepler-1282 b,2.13194651,,,,1.550,0.210,-0.110,0.92,0.89,5504.00,0
Kepler-1283 b,12.94609780,,,,1.910,0.790,-0.310,1.16,1.25,6175.00,0
Kepler-1284 b,0.66407381,,,,1.210,0.100,-0.070,0.84,0.79,5123.00,0
Kepler-1285 b,14.79674580,,,,0.970,0.100,-0.080,1.20,1.28,6170.00,0
Kepler-1286 b,11.25402929,,,,2.150,0.450,-0.180,1.00,0.98,5753.00,0
Kepler-1287 b,11.47685909,,,,1.540,0.220,-0.130,0.96,0.94,5715.00,0
Kepler-1288 b,2.76122421,,,,1.120,0.470,-0.160,1.20,1.29,6132.00,0
Kepler-1289 b,7.99019627,,,,1.520,0.490,-0.240,1.10,1.17,6080.00,0
Kepler-1290 b,4.69500134,,,,1.420,0.210,-0.130,0.95,0.93,5660.00,0
Kepler-1291 b,8.63043276,,,,1.660,0.100,-0.180,0.84,0.80,5216.00,0
Kepler-1292 b,3.27646405,,,,1.820,0.290,-0.140,0.95,0.93,5556.00,0
Kepler-1293 b,5.57654784,,,,0.970,0.420,-0.150,1.18,1.28,6241.00,0
Kepler-1294 b,115.68622580,,,,3.190,0.540,-0.310,0.99,0.97,5776.00,0
Kepler-1295 b,3.81371974,,,,1.550,0.200,-0.120,0.92,0.89,5486.00,0
Kepler-1296 b,8.38398650,,,,0.910,0.090,-0.060,0.87,0.83,5359.00,0
Kepler-1297 b,1.68189002,,,,0.970,0.160,-0.090,0.99,0.99,5818.00,0
Kepler-1298 b,7.12811928,,,,1.310,0.230,-0.230,1.45,2.00,6339.00,0
Kepler-1158 b,13.53962930,,,,2.340,0.460,-0.460,1.41,1.95,6203.00,0
Kepler-1159 b,22.70816791,,,,2.370,1.030,-0.370,1.19,1.28,6217.00,0
Kepler-1160 b,7.97034958,,,,2.140,0.280,-0.140,0.92,0.89,5519.00,0
Kepler-1161 b,10.71252541,,,,2.130,0.500,-0.130,0.59,0.57,4253.00,0
Kepler-1163 b,6.11786898,,,,1.030,0.170,-0.110,1.22,1.35,6302.00,0
Kepler-1164 b,3.97599768,,,,1.120,0.040,-0.070,0.85,0.79,5183.00,0
Kepler-1165 b,9.47852200,,,,1.550,0.500,-0.190,1.13,1.18,6080.00,0
Kepler-1167 b,1.00393374,,,,1.710,0.120,-0.120,0.79,0.75,4971.00,0
Kepler-1168 b,55.82265390,,,,2.500,0.180,-0.130,0.87,0.82,5157.00,0
Kepler-1169 b,6.11009134,,,,0.940,0.060,-0.060,1.24,1.23,6191.00,0
Kepler-1170 b,9.98969327,,,,2.410,0.190,-0.170,0.80,0.76,5069.00,0
Kepler-1172 b,26.02044230,,,,3.200,0.400,-0.280,0.92,0.89,5558.00,0
Kepler-1173 b,0.76985360,,,,0.890,0.230,-0.070,0.86,0.82,5252.00,0
Kepler-1174 b,6.89225223,,,,1.590,0.310,-0.160,1.04,1.04,5936.00,0
Kepler-1175 b,37.94563000,,,,2.990,0.270,-0.230,0.90,0.86,5453.00,0
Kepler-1177 b,106.24754700,,,,1.900,0.160,-0.120,0.98,0.97,5712.00,0
Kepler-1178 b,31.80634000,,,,1.070,0.060,-0.080,0.80,0.75,4990.00,0
Kepler-1179 b,2.68505749,,,,1.320,0.090,-0.080,0.84,0.81,5212.00,0
Kepler-1181 b,4.89337519,,,,1.570,0.650,-0.260,1.17,1.30,6176.00,0
Kepler-1182 b,11.17394617,,,,2.410,0.600,-0.500,1.04,1.05,5924.00,0
Kepler-1183 b,28.50571890,,,,2.820,0.520,-0.300,1.00,0.99,5765.00,0
Kepler-1184 b,53.59910440,,,,2.680,0.600,-0.300,1.05,1.07,5983.00,0
Kepler-1186 b,16.07677615,,,,2.230,0.360,-0.220,0.95,0.93,5635.00,0
Kepler-1187 b,18.87064068,,,,2.610,0.510,-0.280,1.06,1.09,5975.00,0
Kepler-1188 b,17.13695430,,,,2.080,0.490,-0.220,1.04,1.06,5913.00,0
Kepler-1189 b,3.78858982,,,,1.770,0.520,-0.480,1.11,1.16,6012.00,0
Kepler-1190 b,10.45843441,,,,1.330,0.050,-0.110,0.76,0.72,4730.00,0
Kepler-179 c,6.40013000,,,,2.000,0.810,-0.810,,0.76,5302.00,0
Kepler-180 b,13.81712400,,,,1.500,0.670,-0.670,0.84,1.06,5731.00,0
Kepler-180 c,41.88577500,,,,3.010,1.340,-1.340,0.84,1.06,5731.00,0
Kepler-181 b,3.13787300,,,,1.270,0.620,-0.620,,0.75,5333.00,0
Kepler-181 c,4.30214900,,,,1.990,0.980,-0.980,,0.75,5333.00,0
Kepler-182 b,9.82579200,,,,2.580,1.180,-1.180,1.14,1.15,6250.00,0
Kepler-182 c,20.68434200,,,,3.430,1.530,-1.530,1.14,1.15,6250.00,0
Kepler-183 b,5.68794500,,,,2.060,0.890,-0.890,,0.96,5888.00,0
Kepler-183 c,11.63707100,,,,2.270,0.980,-0.980,,0.96,5888.00,0
Kepler-184 b,10.68757600,,,,2.360,1.330,-1.330,,0.87,5788.00,0
Kepler-184 c,20.30300500,,,,1.970,1.110,-1.110,,0.87,5788.00,0
