0.200000 119.596262 
0.251785 101.936323 
0.316979 84.276384 
0.399052 66.616446 
0.502377 48.956507 
0.632456 31.296569 
0.700000 23.514179 
0.785413 14.684210 
0.881248 8.824739 
0.988776 5.342634 
1.109425 3.644761 
1.244796 3.137988 
1.396684 3.229180 
1.567105 3.332436 
1.758321 3.179043 
1.972868 2.934472 
2.213594 2.768351 
2.483694 2.694529 
2.786750 2.671504 
3.126785 2.658136 
3.508311 2.634854 
3.936389 2.613267 
4.416701 2.605214 
4.955620 2.609116 
5.560298 2.619186 
6.238757 2.633968 
7.000000 2.653369 
7.854129 2.677301 
8.812478 2.705617 
9.887763 2.737819 
11.094252 2.773335 
12.447956 2.811963 
13.966836 2.853513 
15.671048 2.897622 
17.583205 2.943925 
19.728681 2.992167 
22.135944 3.042131 
24.836937 3.093537 
27.867502 3.146083 
31.267851 3.199467 
35.083106 3.253387 
39.363893 3.307543 
44.167014 3.361631 
49.556205 3.415352 
55.602976 3.468402 
62.387566 3.520480 
