descriptor name p m,+,- r,+,- d,+,- ins nottv
"Kepler-98 b"        1.541680        3.550000        1.600000        1.600000        1.990000        0.220000        0.220000        0.450473        0.252077        0.252077     1536.820439   0.0 
"Kepler-97 b"        2.586640        3.510000        1.900000        1.900000        1.480000        0.130000        0.130000        1.082734        0.651853        0.651853      736.993854   0.0 
"Kepler-102 d"       10.311700        3.800000        1.800000        1.800000        1.180000        0.040000        0.040000        2.312798        1.120499        1.120499       40.318386   0.0 
"Kepler-100 b"        6.887050        7.340000        3.200000        3.200000        1.320000        0.040000        0.040000        3.191349        1.421250        1.421250      434.406974   0.0 
"Kepler-48 d"       42.896099        7.930000        4.600000        4.600000        2.040000        0.110000        0.110000        0.934077        0.562510        0.562510        9.800382   0.0 
"Kepler-96 b"       16.238501        8.460000        3.400000        3.400000        2.670000        0.220000        0.220000        0.444464        0.209710        0.209710       62.171157   0.0 
"K2-111 b"        5.351170        8.600000        3.900000        3.900000        1.900000        0.200000        0.200000        1.253827        0.692874        0.692874      444.811491   0.0 
"WASP-47 e"        0.789636        9.100000        5.500000        3.600000        1.820000        0.400000        0.400000        1.509479        1.350140        1.160664     3897.234556   0.0 
"K2-38 c"       10.561030        9.900000        4.600000        4.600000        2.420000        0.290000        0.290000        0.698536        0.410380        0.410380      128.540558   0.0 
"K2-32 d"       31.715401       10.300000        4.700000        4.700000        3.430000        0.350000        0.350000        0.255244        0.140252        0.140252       14.106631   0.0 
"KOI-94 b"        3.743208       10.500000        4.600000        4.600000        1.710000        0.160000        0.160000        2.099911        1.092602        1.092602     1154.530224   0.0 
"Kepler-106 e"       43.844501       11.170000        5.800000        5.800000        2.560000        0.330000        0.330000        0.665784        0.431051        0.431051       19.312782   0.0 
"HD 88133 b"        3.414867      324.186615      193.876297       88.992401       -0.000100        0.000100        0.000100 -324186648084480.000000 -991695936159744.000000 -976623016869888.000000     1343.614448   0.0 
"Kepler-1647 b"     1107.592285      483.000000      206.000000      206.000000       11.874000        0.138000        0.138000        0.288507        0.123459        0.123459        0.853742   0.0 
"WASP-47 c"      580.700012      500.000000      320.000000      190.000000       -0.000100        0.000100        0.000100 -500000060604416.000000 -1533753759367168.000000 -1511985657151488.000000        0.587115   0.0 
"Kepler-539 c"     1000.000000      762.791992      381.395996      381.395996       -0.000100        0.000100        0.000100 -762792097349632.000000 -2319941617319936.000000 -2319941617319936.000000        0.234971   0.0 
"SWEEPS-11 b"        1.796000     3082.820068     1779.770020     1430.170044       12.666000        2.354000        2.354000        1.517154        1.217667        1.100420        0.000000   0.0 
"Kepler-407 c"     3000.000000     4000.000000     2000.000000     2000.000000       -0.000100        0.000100        0.000100 -4000000484835328.000000 -12165527078174720.000000 -12165527078174720.000000        0.049698   0.0 
