descriptor name p m,+,- r,+,- d,+,- ins nottv
"Kepler-453 b"      240.503006        0.200000       16.000000       16.000000        6.204000        0.039000        0.039000        0.000838        0.067005        0.067005        1.050031   0.0 
"Kepler-406 c"        4.623320        2.710000        1.800000        1.800000        0.850000        0.030000        0.030000        4.412782        2.968007        2.968007      313.318288   0.0 
"Kepler-97 b"        2.586640        3.510000        1.900000        1.900000        1.480000        0.130000        0.130000        1.082734        0.651853        0.651853      736.993854   0.0 
"Kepler-48 d"       42.896099        7.930000        4.600000        4.600000        2.040000        0.110000        0.110000        0.934077        0.562510        0.562510        9.800382   0.0 
"GJ 3634 b"        2.645610        8.400000        4.000000        1.500000       -0.000100        0.000100        0.000100 -8400000778240.000000 -25515488444416.000000 -25244607709184.000000        0.000000   0.0 
"Kepler-131 c"       25.516899        8.250000        5.900000        5.900000        0.840000        0.070000        0.070000       13.919260       10.545084       10.545084       34.126609   0.0 
"CoRoT-7 c"        3.698000        8.400000        0.900000        0.900000       -0.000100        0.000100        0.000100 -8400000778240.000000 -25216067567616.000000 -25216067567616.000000      224.521403   0.0 
"WASP-47 e"        0.789636        9.100000        5.500000        3.600000        1.820000        0.400000        0.400000        1.509479        1.350140        1.160664     3897.234556   0.0 
"K2-95 b"       10.133890       10.990000        2.730000        2.730000        3.470000        0.780000        0.530000        0.263032        0.137097        0.189028        4.905718   0.0 
"Kepler-106 e"       43.844501       11.170000        5.800000        5.800000        2.560000        0.330000        0.330000        0.665784        0.431051        0.431051       19.312782   0.0 
"CoRoT-22 b"        9.755980       12.200000       14.000000        8.800000        4.880000        0.170000        0.390000        0.104978        0.123068        0.076513      170.624255   0.0 
"Kepler-19 c"       28.731001       13.100000        2.700000        2.700000       -0.000100        0.000100        0.000100 -13100001525760.000000 -39392643121152.000000 -39392643121152.000000       19.397138   0.0 
"HD 77338 b"        5.736100       15.900000        4.700000        5.300000       -0.000100        0.000100        0.000100 -15900001435648.000000 -47930996162560.000000 -47993545818112.000000      154.307012   0.0 
"Kepler-19 d"       62.950001       22.500000        1.200000        5.600000       -0.000100        0.000100        0.000100 -22500001972224.000000 -67510674128896.000000 -67731902693376.000000        6.816232   0.0 
"K2-10 b"       19.304399       27.000000       17.000000       16.000000        3.840000        0.350000        0.340000        0.476837        0.325855        0.311201       45.849149   0.0 
"K2-105 b"        8.266902       30.000000       19.000000       19.000000        3.590000        0.440000        0.390000        0.648392        0.461829        0.474837      109.628094   0.0 
"55 Cnc f"      262.000000       44.812000        3.814000        3.814000       -0.000100        0.000100        0.000100 -44812006850560.000000 -134490114490368.000000 -134490114490368.000000        0.959041   0.0 
"CoRoTID 223977153 b"        6.718370       47.674500       31.783001       31.783001        6.389000        0.673000        0.560000        0.182805        0.131007        0.134868      139.267933   0.0 
"55 Cnc c"       44.417500       54.473801        1.748000        1.748000       -0.000100        0.000100        0.000100 -54473808412672.000000 -163430770147328.000000 -163430770147328.000000       10.221156   0.0 
"Kepler-25 d"      123.000000       89.900002       13.700000       13.700000       -0.000100        0.000100        0.000100 -89900015681536.000000 -270047796789248.000000 -270047796789248.000000        9.051252   0.0 
"HAT-P-67 b"        4.810102      108.062202       79.457497       60.387699       23.371000        1.076000        0.796000        0.008465        0.006284        0.004873     2273.319823   0.0 
"KOI-142 c"       22.339500      198.800003        9.200000       10.600000       -0.000100        0.000100        0.000100 -198800027156480.000000 -596471032315904.000000 -596494251982848.000000       26.563637   0.0 
"V830 Tau b"        4.927000      222.481003       38.139599       38.139599       -0.000100        0.000100        0.000100 -222481033986048.000000 -668531926499328.000000 -668531926499328.000000      364.899294   0.0 
"55 Cnc b"       14.651520      263.978485        1.048800        1.048800       -0.000100        0.000100        0.000100 -263978521460736.000000 -791936269025280.000000 -791936269025280.000000       44.846505   0.0 
"Kepler-68 d"      625.000000      267.000000       16.000000       16.000000       -0.000100        0.000100        0.000100 -267000030953472.000000 -801159845511168.000000 -801159845511168.000000        0.721665   0.0 
"HD 88133 b"        3.414867      324.186615      193.876297       88.992401       -0.000100        0.000100        0.000100 -324186648084480.000000 -991695936159744.000000 -976623016869888.000000     1343.614448   0.0 
"Kepler-447 b"        7.794302      435.410004      152.550003      146.199997       18.490000        6.610000        6.280000        0.068879        0.074216        0.077407      152.258455   0.0 
"WASP-47 c"      580.700012      500.000000      320.000000      190.000000       -0.000100        0.000100        0.000100 -500000060604416.000000 -1533753759367168.000000 -1511985657151488.000000        0.587115   0.0 
"K2-31 b"        1.257850      563.830444       25.108570       25.108570       11.882000        3.923000        3.923000        0.336109        0.333249        0.333249      869.346353   0.0 
"Kepler-48 e"      982.000000      657.000000       25.000000       25.000000       -0.000100        0.000100        0.000100 -657000073527296.000000 -1971158731718656.000000 -1971158731718656.000000        0.150771   0.0 
"Kepler-539 c"     1000.000000      762.791992      381.395996      381.395996       -0.000100        0.000100        0.000100 -762792097349632.000000 -2319941617319936.000000 -2319941617319936.000000        0.234971   0.0 
"WASP-140 b"        2.235984      775.505188       22.248100       22.248100       16.141001        4.708000        2.018000        0.184414        0.069370        0.161456      498.343920   0.0 
"HD 128311 c"      921.538025     1204.257812      293.674927      137.302567       -0.000100        0.000100        0.000100 -1204257961279488.000000 -3624690404818944.000000 -3615382136946688.000000        0.000000   0.0 
"55 Cnc d"     4825.000000     1232.493042       21.612000       21.612000       -0.000100        0.000100        0.000100 -1232493210501120.000000 -3697542713835520.000000 -3697542713835520.000000        0.019720   0.0 
"Kepler-419 c"      675.469971     2320.100098      127.099998      127.099998       -0.000100        0.000100        0.000100 -2320100262674432.000000 -6961461234499584.000000 -6961461234499584.000000        1.643584   0.0 
"SWEEPS-11 b"        1.796000     3082.820068     1779.770020     1430.170044       12.666000        2.354000        2.354000        1.517154        1.217667        1.100420        0.000000   0.0 
"Kepler-94 c"      820.299988     3126.000000      200.000000      200.000000       -0.000100        0.000100        0.000100 -3126000409903104.000000 -9380133412536320.000000 -9380133412536320.000000        0.106027   0.0 
"Kepler-407 c"     3000.000000     4000.000000     2000.000000     2000.000000       -0.000100        0.000100        0.000100 -4000000484835328.000000 -12165527078174720.000000 -12165527078174720.000000        0.049698   0.0 
"2MASS J21402931+1625183 A b"     7336.500000     6657.479980    26629.910156     6657.479980       10.310000        4.370000        4.040000        6.074825       25.326939        9.827179        0.000036   0.0 
