descriptor  Mearth  Rearth
1.     	1.0156
1.231  	1.0773
1.516  	1.1422
1.866  	1.21  
2.     	1.233 
2.462  	1.306 
3.031  	1.381 
4.     	1.486 
5.278  	1.596 
7.464  	1.74  
8.     	1.77  
10.56  	1.892 
13.    	1.987 
16.    	2.083 
21.11  	2.216 
24.25  	2.283 
27.86  	2.349 
